Timestamp,BTC-USD Open,BTC-USD High,BTC-USD Low,BTC-USD Close,BTC-USD Adj Close,BTC-USD Volume,ETH-USD Open,ETH-USD High,ETH-USD Low,ETH-USD Close,ETH-USD Adj Close,ETH-USD Volume,LTC-USD Open,LTC-USD High,LTC-USD Low,LTC-USD Close,LTC-USD Adj Close,LTC-USD Volume
2022-01-11,41819.5078125,43001.15625,41407.75390625,42735.85546875,42735.85546875,26327648900.0,3082.990966796875,3247.511962890625,3061.140625,3238.111572265625,3238.111572265625,15211447193.0,126.8260498046875,133.20668029785156,126.28759002685548,131.54498291015625,131.54498291015625,834900749.0
2022-01-12,42742.1796875,44135.3671875,42528.98828125,43949.1015625,43949.1015625,33499938689.0,3238.449951171875,3401.219970703125,3216.718017578125,3372.25830078125,3372.25830078125,16662871689.0,131.5546875,141.74012756347656,131.27281188964844,141.73719787597656,141.73719787597656,881585292.0
2022-01-13,43946.7421875,44278.421875,42447.04296875,42591.5703125,42591.5703125,47691135082.0,3372.10498046875,3396.9697265625,3247.91748046875,3248.28857421875,3248.28857421875,15294466275.0,141.7368621826172,142.0492401123047,135.3616943359375,136.6365203857422,136.6365203857422,886433982.0
2022-01-14,42598.87109375,43346.6875,41982.6171875,43099.69921875,43099.69921875,23577403399.0,3248.648681640625,3330.76611328125,3203.82373046875,3310.00146484375,3310.00146484375,13562957230.0,136.6469268798828,146.0211944580078,136.36302185058594,144.72491455078125,144.72491455078125,1204657825.0
2022-01-15,43101.8984375,43724.671875,42669.03515625,43177.3984375,43177.3984375,18371348298.0,3309.84423828125,3364.537841796875,3278.6708984375,3330.53076171875,3330.53076171875,9619999078.0,144.72024536132812,149.92144775390625,144.45794677734375,147.93740844726562,147.93740844726562,1001838786.0
2022-01-16,43172.0390625,43436.80859375,42691.0234375,43113.87890625,43113.87890625,17902097845.0,3330.38720703125,3376.401123046875,3291.563720703125,3350.921875,3350.921875,9505934874.0,147.93226623535156,148.78028869628906,144.2544708251953,146.533203125,146.533203125,756580688.0
2022-01-17,43118.12109375,43179.390625,41680.3203125,42250.55078125,42250.55078125,21690904261.0,3350.947265625,3355.8193359375,3157.22412109375,3212.304931640625,3212.304931640625,12344309617.0,146.5348358154297,153.14288330078125,145.17018127441406,151.66726684570312,151.66726684570312,1608309071.0
2022-01-18,42250.07421875,42534.40234375,41392.21484375,42375.6328125,42375.6328125,22417209227.0,3212.28759765625,3236.01611328125,3096.12353515625,3164.025146484375,3164.025146484375,13024154091.0,151.65390014648438,152.90213012695312,139.51914978027344,141.89076232910156,141.89076232910156,1278790664.0
2022-01-19,42374.0390625,42478.3046875,41242.9140625,41744.328125,41744.328125,23091543258.0,3163.850341796875,3171.158447265625,3055.21240234375,3095.825927734375,3095.825927734375,13187424144.0,141.8882598876953,142.82635498046875,133.73797607421875,136.9167022705078,136.9167022705078,926249070.0
2022-01-20,41744.02734375,43413.0234375,40672.82421875,40680.41796875,40680.41796875,20382033940.0,3095.271728515625,3265.3369140625,3000.908203125,3001.1201171875,3001.1201171875,10645922764.0,136.8967742919922,142.53172302246094,130.36119079589844,130.36500549316406,130.36500549316406,706911161.0
2022-01-21,40699.60546875,41060.52734375,35791.42578125,36457.31640625,36457.31640625,43011992031.0,3002.956787109375,3029.0810546875,2496.81298828125,2557.931640625,2557.931640625,26796291874.0,130.3922882080078,130.82464599609375,112.4258804321289,114.3918685913086,114.3918685913086,1680709016.0
2022-01-22,36471.58984375,36688.8125,34349.25,35030.25,35030.25,39714385405.0,2561.145263671875,2615.247314453125,2330.247314453125,2405.18115234375,2405.18115234375,27369692036.0,114.4232406616211,116.67909240722656,99.7610092163086,108.42849731445312,108.42849731445312,2098519931.0
2022-01-23,35047.359375,36433.3125,34784.96875,36276.8046875,36276.8046875,26017975951.0,2406.92431640625,2542.144775390625,2381.51513671875,2535.0390625,2535.0390625,16481489511.0,108.46219635009766,112.39445495605467,106.59941864013672,112.08950805664062,112.08950805664062,1135598050.0
2022-01-24,36275.734375,37247.51953125,33184.05859375,36654.328125,36654.328125,41856658597.0,2535.89111328125,2537.20849609375,2172.30126953125,2440.352294921875,2440.352294921875,28220804648.0,112.10081481933594,112.19467163085938,98.66522216796876,109.5915985107422,109.5915985107422,1645918728.0
2022-01-25,36654.8046875,37444.5703125,35779.4296875,36954.00390625,36954.00390625,26428189594.0,2440.3935546875,2498.507080078125,2359.384765625,2455.93505859375,2455.93505859375,16179776932.0,109.59247589111328,109.68234252929688,106.33942413330078,108.06637573242188,108.06637573242188,909091096.0
2022-01-26,36950.515625,38825.41015625,36374.90625,36852.12109375,36852.12109375,31324598034.0,2455.5791015625,2705.7841796875,2417.68310546875,2468.0302734375,2468.0302734375,21229909340.0,108.0623016357422,115.7830047607422,105.84998321533205,107.2821807861328,107.2821807861328,1064088735.0
2022-01-27,36841.87890625,37148.32421875,35629.28125,37138.234375,37138.234375,25041426629.0,2467.1884765625,2510.45166015625,2328.4521484375,2423.001220703125,2423.001220703125,16126522783.0,107.26136016845705,109.46898651123048,103.78439331054688,106.9535140991211,106.9535140991211,825647673.0
2022-01-28,37128.4453125,37952.87890625,36211.109375,37784.33203125,37784.33203125,22238830523.0,2421.64697265625,2548.778564453125,2367.833740234375,2547.092041015625,2547.092041015625,14666227351.0,106.92748260498048,109.83932495117188,105.81873321533205,109.43273162841795,109.43273162841795,683706404.0
2022-01-29,37780.71484375,38576.26171875,37406.47265625,38138.1796875,38138.1796875,17194183075.0,2546.590576171875,2627.609375,2526.98974609375,2597.084716796875,2597.084716796875,11172062661.0,109.4311981201172,111.85406494140624,108.31248474121094,110.82367706298828,110.82367706298828,592402655.0
2022-01-30,38151.91796875,38266.33984375,37437.7109375,37917.6015625,37917.6015625,14643548444.0,2598.56494140625,2631.408447265625,2550.4609375,2603.466552734375,2603.466552734375,9501221177.0,110.83002471923828,112.042724609375,107.72004699707033,108.79985809326172,108.79985809326172,537737428.0
2022-01-31,37920.28125,38647.26171875,36733.57421875,38483.125,38483.125,20734730465.0,2603.263427734375,2697.7353515625,2489.072265625,2688.27880859375,2688.27880859375,13778234614.0,108.7991714477539,110.9894027709961,105.02007293701172,109.58769989013672,109.58769989013672,691404381.0
2022-02-01,38481.765625,39115.1328125,38113.6640625,38743.2734375,38743.2734375,20288500328.0,2687.89892578125,2802.3154296875,2682.621826171875,2792.1171875,2792.1171875,13194846235.0,109.58943939208984,116.3658218383789,108.66441345214844,115.4020004272461,115.4020004272461,824048434.0
2022-02-02,38743.71484375,38834.6171875,36832.73046875,36952.984375,36952.984375,19155189416.0,2791.958984375,2802.212158203125,2630.120361328125,2682.85400390625,2682.85400390625,13876301217.0,115.40450286865234,115.88226318359376,108.43699645996094,108.55602264404295,108.55602264404295,743395485.0
2022-02-03,36944.8046875,37154.6015625,36375.5390625,37154.6015625,37154.6015625,18591534769.0,2682.22607421875,2712.482666015625,2587.783447265625,2679.16259765625,2679.16259765625,12755505065.0,108.53465270996094,110.28700256347656,106.41796875,110.28700256347656,110.28700256347656,683428425.0
2022-02-04,37149.265625,41527.78515625,37093.62890625,41500.875,41500.875,29412210792.0,2681.0576171875,2983.5869140625,2675.44384765625,2983.5869140625,2983.5869140625,18987223729.0,110.29109954833984,120.92221069335938,109.00498962402344,120.91803741455078,120.91803741455078,953726676.0
2022-02-05,41501.48046875,41847.1640625,41038.09765625,41441.1640625,41441.1640625,19652846215.0,2984.446044921875,3054.130126953125,2966.781005859375,3014.648193359375,3014.648193359375,13102093957.0,120.9232940673828,123.39488220214844,119.2457046508789,121.91674041748048,121.91674041748048,736360985.0
2022-02-06,41441.12109375,42500.78515625,41244.90625,42412.43359375,42412.43359375,16142097334.0,3014.959716796875,3061.26123046875,2965.429931640625,3057.47607421875,3057.47607421875,9466018022.0,121.91934967041016,127.44550323486328,121.42715454101562,127.44550323486328,127.44550323486328,782675364.0
2022-02-07,42406.78125,44401.86328125,41748.15625,43840.28515625,43840.28515625,28641855926.0,3057.422119140625,3182.5283203125,3002.927001953125,3142.470703125,3142.470703125,15197063785.0,127.44465637207033,139.24339294433594,125.56070709228516,137.10739135742188,137.10739135742188,1131143500.0
2022-02-08,43854.65234375,45293.8671875,42807.8359375,44118.4453125,44118.4453125,33079398868.0,3143.008544921875,3219.47265625,3038.3779296875,3122.608642578125,3122.608642578125,17136080906.0,137.14239501953125,142.35386657714844,130.99807739257812,133.99124145507812,133.99124145507812,1373203815.0
2022-02-09,44096.703125,44727.80078125,43232.96875,44338.796875,44338.796875,23245887300.0,3121.1826171875,3263.15576171875,3063.16015625,3239.45703125,3239.45703125,13951308490.0,133.96217346191406,140.7852020263672,132.8143310546875,140.17160034179688,140.17160034179688,1036393461.0
2022-02-10,44347.80078125,45661.171875,43402.80859375,43565.11328125,43565.11328125,32142048537.0,3240.113037109375,3271.316162109375,3070.378173828125,3077.482177734375,3077.482177734375,18629485080.0,140.1739044189453,143.23289489746094,135.08839416503906,135.08839416503906,135.08839416503906,1276403767.0
2022-02-11,43571.12890625,43810.83203125,42114.5390625,42407.9375,42407.9375,26954925781.0,3077.4130859375,3127.45068359375,2888.707763671875,2927.383544921875,2927.383544921875,16043881065.0,135.0928497314453,135.0928497314453,125.37024688720705,126.03115844726562,126.03115844726562,1080587719.0
2022-02-12,42412.30078125,42992.55078125,41852.57421875,42244.46875,42244.46875,18152390304.0,2927.386474609375,2980.079345703125,2870.177001953125,2917.36279296875,2917.36279296875,11254355757.0,126.01290893554688,127.5803451538086,122.20375061035156,126.68367767333984,126.68367767333984,832593853.0
2022-02-13,42236.56640625,42693.0546875,41950.94140625,42197.515625,42197.515625,14741589015.0,2916.78955078125,2947.776611328125,2845.397705078125,2883.46337890625,2883.46337890625,9054963563.0,126.6707763671875,128.6428985595703,124.2199478149414,126.20421600341795,126.20421600341795,688706404.0
2022-02-14,42157.3984375,42775.77734375,41681.95703125,42586.91796875,42586.91796875,20827783012.0,2880.187744140625,2957.963623046875,2840.257568359375,2933.47900390625,2933.47900390625,12164552172.0,126.1347885131836,126.63776397705078,122.24359893798828,124.80005645751952,124.80005645751952,712457600.0
2022-02-15,42586.46484375,44667.21875,42491.03515625,44575.203125,44575.203125,22721659051.0,2933.72900390625,3185.520751953125,2917.857177734375,3179.877197265625,3179.877197265625,13921257873.0,124.79279327392578,132.11190795898438,124.23802185058594,131.7626190185547,131.7626190185547,783234535.0
2022-02-16,44578.27734375,44578.27734375,43456.69140625,43961.859375,43961.859375,19792547657.0,3180.44677734375,3181.616943359375,3055.168212890625,3127.830078125,3127.830078125,12352406833.0,131.76052856445312,131.76744079589844,126.02102661132812,128.1608428955078,128.1608428955078,715637001.0
2022-02-17,43937.0703125,44132.97265625,40249.37109375,40538.01171875,40538.01171875,26246662813.0,3126.8583984375,3154.615234375,2861.85205078125,2881.48193359375,2881.48193359375,15860206214.0,128.1046600341797,128.73141479492188,115.7144546508789,116.30241394042967,116.30241394042967,938120691.0
2022-02-18,40552.1328125,40929.15234375,39637.6171875,40030.9765625,40030.9765625,23310007704.0,2884.340576171875,2937.30859375,2761.643310546875,2785.7275390625,2785.7275390625,15748173433.0,116.33308410644533,121.5430679321289,114.9232177734375,115.19709014892578,115.19709014892578,1205742846.0
2022-02-19,40026.0234375,40418.87890625,39713.05859375,40122.15625,40122.15625,13736557863.0,2784.872802734375,2826.347900390625,2707.37841796875,2763.701171875,2763.701171875,9774183169.0,115.19397735595705,116.9888687133789,113.67295837402344,115.7090072631836,115.7090072631836,686244892.0
2022-02-20,40118.1015625,40119.890625,38112.8125,38431.37890625,38431.37890625,18340576452.0,2763.756591796875,2763.756591796875,2585.9462890625,2628.6484375,2628.6484375,11641437834.0,115.70782470703124,115.70782470703124,109.14817810058594,110.83203887939452,110.83203887939452,736479992.0
2022-02-21,38423.2109375,39394.4375,36950.4765625,37075.28125,37075.28125,29280402798.0,2627.66552734375,2752.45849609375,2568.25439453125,2573.816162109375,2573.816162109375,18646392740.0,110.83516693115234,114.31229400634766,103.3795928955078,103.45049285888672,103.45049285888672,980192105.0
2022-02-22,37068.76953125,38359.85546875,36488.93359375,38286.02734375,38286.02734375,25493150450.0,2572.898681640625,2648.916748046875,2510.6787109375,2639.29931640625,2639.29931640625,16360200507.0,103.43082427978516,107.60649871826172,101.27152252197266,107.52279663085938,107.52279663085938,902125484.0
2022-02-23,38285.28125,39122.39453125,37201.81640625,37296.5703125,37296.5703125,21849073843.0,2639.447021484375,2741.368408203125,2587.412841796875,2590.359619140625,2590.359619140625,13382637240.0,107.5187530517578,110.81077575683594,105.79009246826172,105.96595001220705,105.96595001220705,740588315.0
2022-02-24,37278.56640625,38968.83984375,34459.21875,38332.609375,38332.609375,46383802093.0,2588.166259765625,2689.047607421875,2308.914794921875,2598.067138671875,2598.067138671875,29312342666.0,105.941650390625,106.20594024658205,92.61260986328124,104.2304916381836,104.2304916381836,1676181000.0
2022-02-25,38333.74609375,39630.32421875,38111.34375,39214.21875,39214.21875,26545599159.0,2598.436279296875,2821.972412109375,2579.2080078125,2764.53564453125,2764.53564453125,17208902048.0,104.23491668701172,110.33592987060548,102.05580139160156,109.2663116455078,109.2663116455078,903266080.0
2022-02-26,39213.08203125,40005.34765625,38702.53515625,39105.1484375,39105.1484375,17467554129.0,2764.989501953125,2849.424072265625,2745.009033203125,2781.11181640625,2781.11181640625,11724648351.0,109.26405334472656,113.2392578125,107.20553588867188,108.24365997314452,108.24365997314452,773091210.0
2022-02-27,39098.69921875,39778.94140625,37268.9765625,37709.78515625,37709.78515625,23450127612.0,2780.50439453125,2831.12548828125,2581.61572265625,2621.8017578125,2621.8017578125,16150857254.0,108.23714447021484,109.87517547607422,102.35350799560548,103.10559844970705,103.10559844970705,706861756.0
2022-02-28,37706.0,43760.45703125,37518.21484375,43193.234375,43193.234375,35690014104.0,2621.172119140625,2929.180419921875,2586.38818359375,2919.201171875,2919.201171875,19266124733.0,103.10042572021484,113.47457885742188,102.22742462158205,113.47457885742188,113.47457885742188,930577763.0
2022-03-01,43194.50390625,44793.6015625,42952.5859375,44354.63671875,44354.63671875,32479047645.0,2919.77587890625,3029.651611328125,2868.93896484375,2972.485107421875,2972.485107421875,18757425786.0,113.47608184814452,115.579833984375,110.73099517822266,112.5440444946289,112.5440444946289,951568702.0
2022-03-02,44357.6171875,45077.578125,43432.8515625,43924.1171875,43924.1171875,29183112630.0,2972.471923828125,3026.8681640625,2919.943115234375,2950.118408203125,2950.118408203125,16636517503.0,112.54029846191406,114.24375915527344,109.67251586914062,110.35135650634766,110.35135650634766,838169853.0
2022-03-03,43925.1953125,44021.578125,41914.75,42451.7890625,42451.7890625,24967782593.0,2950.15673828125,2964.67333984375,2797.3193359375,2834.468994140625,2834.468994140625,13091199728.0,110.35635375976562,112.50371551513672,108.96234893798828,111.35211944580078,111.35211944580078,905649306.0
2022-03-04,42458.140625,42479.61328125,38805.84765625,39137.60546875,39137.60546875,28516271427.0,2834.9873046875,2835.17626953125,2587.748291015625,2617.156005859375,2617.156005859375,14496939024.0,111.41283416748048,112.35623168945312,100.2073211669922,101.3917999267578,101.3917999267578,930473366.0
2022-03-05,39148.44921875,39566.3359375,38777.03515625,39400.5859375,39400.5859375,16975917450.0,2618.4736328125,2679.1025390625,2596.989990234375,2664.8310546875,2664.8310546875,8072368396.0,101.4084014892578,105.35140991210938,100.21807861328124,104.97718811035156,104.97718811035156,548783174.0
2022-03-06,39404.19921875,39640.17578125,38211.6484375,38419.984375,38419.984375,19745229902.0,2664.943603515625,2673.63720703125,2555.037353515625,2555.037353515625,2555.037353515625,8872976607.0,104.98062133789062,105.6090850830078,101.54561614990234,101.59391784667967,101.59391784667967,563304861.0
2022-03-07,38429.3046875,39430.2265625,37260.203125,38062.0390625,38062.0390625,28546143503.0,2555.297607421875,2639.943115234375,2455.59375,2497.771240234375,2497.771240234375,14594098731.0,101.59587860107422,103.66204071044922,97.23695373535156,98.8692626953125,98.8692626953125,756482342.0
2022-03-08,38059.90234375,39304.44140625,37957.38671875,38737.26953125,38737.26953125,25776583476.0,2497.721435546875,2618.166015625,2489.755126953125,2576.74755859375,2576.74755859375,13922922903.0,98.861572265625,102.16033172607422,98.49970245361328,100.61764526367188,100.61764526367188,699527175.0
2022-03-09,38742.81640625,42465.671875,38706.09375,41982.92578125,41982.92578125,32284121034.0,2577.165283203125,2761.79638671875,2573.6552734375,2729.783447265625,2729.783447265625,14173665398.0,100.62169647216795,109.04586029052734,100.62169647216795,106.9420928955078,106.9420928955078,812074655.0
2022-03-10,41974.0703125,42004.7265625,38832.94140625,39437.4609375,39437.4609375,31078064711.0,2729.116455078125,2729.116455078125,2566.193115234375,2608.048583984375,2608.048583984375,13292477213.0,106.93419647216795,106.97227478027344,100.6696548461914,102.65550994873048,102.65550994873048,814685365.0
2022-03-11,39439.96875,40081.6796875,38347.43359375,38794.97265625,38794.97265625,26364890465.0,2608.271240234375,2664.55859375,2534.688232421875,2559.56298828125,2559.56298828125,12382419582.0,102.64948272705078,106.56657409667967,100.50381469726562,104.9653549194336,104.9653549194336,764305866.0
2022-03-12,38794.46484375,39308.59765625,38772.53515625,38904.01171875,38904.01171875,14616450657.0,2559.66064453125,2606.438720703125,2559.126953125,2574.754150390625,2574.754150390625,6532996574.0,104.96475982666016,107.76637268066406,104.80728149414062,105.8323974609375,105.8323974609375,536251476.0
2022-03-13,38884.7265625,39209.3515625,37728.14453125,37849.6640625,37849.6640625,17300745310.0,2573.488037109375,2594.5498046875,2503.88525390625,2518.944580078125,2518.944580078125,8632000379.0,105.81227111816406,107.20188903808594,101.9041748046875,102.11479949951172,102.11479949951172,535011513.0
2022-03-14,37846.31640625,39742.5,37680.734375,39666.75390625,39666.75390625,24322159070.0,2518.486328125,2604.034423828125,2505.29931640625,2590.696044921875,2590.696044921875,11244398839.0,102.11121368408205,105.77667236328124,101.50162506103516,105.67365264892578,105.67365264892578,743010065.0
2022-03-15,39664.25,39794.62890625,38310.2109375,39338.78515625,39338.78515625,23934000868.0,2590.6689453125,2662.32958984375,2515.765869140625,2620.149658203125,2620.149658203125,12861105614.0,105.66586303710938,108.43423461914062,102.769775390625,106.9885711669922,106.9885711669922,713675630.0
2022-03-16,39335.5703125,41465.453125,39022.34765625,41143.9296875,41143.9296875,39616916192.0,2620.028564453125,2781.30712890625,2610.764404296875,2772.0556640625,2772.0556640625,17915109769.0,106.97649383544922,111.36539459228516,106.00885772705078,111.35919189453124,111.35919189453124,977477844.0
2022-03-17,41140.84375,41287.53515625,40662.87109375,40951.37890625,40951.37890625,22009601093.0,2771.964111328125,2826.16064453125,2751.560791015625,2814.8544921875,2814.8544921875,12685265194.0,111.35095977783205,111.42870330810548,108.8695297241211,110.31023406982422,110.31023406982422,616556664.0
2022-03-18,40944.83984375,42195.74609375,40302.3984375,41801.15625,41801.15625,34421564942.0,2814.4345703125,2973.6162109375,2774.855712890625,2945.343017578125,2945.343017578125,15830879093.0,110.3034439086914,112.78976440429688,108.48085021972656,112.1158676147461,112.1158676147461,644181133.0
2022-03-19,41794.6484375,42316.5546875,41602.66796875,42190.65234375,42190.65234375,19664853187.0,2944.7216796875,2979.987060546875,2910.80224609375,2946.257080078125,2946.257080078125,11576463120.0,112.0879135131836,116.3732681274414,111.79776000976562,116.3732681274414,116.3732681274414,741516370.0
2022-03-20,42191.40625,42241.1640625,41004.7578125,41247.82421875,41247.82421875,20127946682.0,2946.547607421875,2956.965576171875,2826.107421875,2860.459228515625,2860.459228515625,12684727326.0,116.35651397705078,117.76000213623048,111.93087768554688,114.82913970947266,114.82913970947266,859708742.0
2022-03-21,41246.1328125,41454.41015625,40668.04296875,41077.99609375,41077.99609375,24615543271.0,2860.103271484375,2954.556640625,2838.25048828125,2897.9765625,2897.9765625,15206116098.0,114.83430480957033,116.62821197509766,113.74230194091795,116.15872955322266,116.15872955322266,833192537.0
2022-03-22,41074.10546875,43124.70703125,40948.28125,42358.80859375,42358.80859375,32004652376.0,2897.774169921875,3040.3828125,2892.54443359375,2973.131103515625,2973.131103515625,16830539230.0,116.15018463134766,123.14498901367188,115.7665557861328,122.92796325683594,122.92796325683594,1124098345.0
2022-03-23,42364.37890625,42893.5078125,41877.5078125,42892.95703125,42892.95703125,25242943069.0,2973.14501953125,3036.752197265625,2933.306640625,3031.067138671875,3031.067138671875,16008767658.0,122.92251586914062,124.09307098388672,119.09693908691406,122.47541809082033,122.47541809082033,872780593.0
2022-03-24,42886.65234375,44131.85546875,42726.1640625,43960.93359375,43960.93359375,31042992291.0,3031.060791015625,3118.3876953125,3012.32666015625,3108.06201171875,3108.06201171875,18070503166.0,122.4680633544922,127.2931900024414,120.85211944580078,126.5812759399414,126.5812759399414,1007870447.0
2022-03-25,43964.546875,44999.4921875,43706.28515625,44348.73046875,44348.73046875,30574413034.0,3108.448974609375,3183.9580078125,3087.49072265625,3106.67138671875,3106.67138671875,17030503831.0,126.58251953125,127.09410095214844,122.37696075439452,124.06736755371094,124.06736755371094,822120492.0
2022-03-26,44349.859375,44735.99609375,44166.2734375,44500.828125,44500.828125,16950455995.0,3106.4052734375,3146.825439453125,3091.825439453125,3143.178955078125,3143.178955078125,8876420740.0,124.0710678100586,125.3609390258789,122.28739166259766,124.88133239746094,124.88133239746094,560151992.0
2022-03-27,44505.35546875,46827.546875,44437.29296875,46820.4921875,46820.4921875,28160889722.0,3143.795654296875,3291.57763671875,3129.997802734375,3291.57763671875,3291.57763671875,13431866834.0,124.88927459716795,129.39747619628906,123.67554473876952,129.39747619628906,129.39747619628906,740569100.0
2022-03-28,46821.8515625,48086.8359375,46690.203125,47128.00390625,47128.00390625,36362175703.0,3292.322509765625,3424.019287109375,3279.027099609375,3336.634521484375,3336.634521484375,20620450770.0,129.400634765625,132.4124755859375,127.85274505615234,127.93861389160156,127.93861389160156,943699101.0
2022-03-29,47100.4375,48022.2890625,47100.4375,47465.73046875,47465.73046875,31397059069.0,3335.021240234375,3470.186279296875,3335.021240234375,3401.98779296875,3401.98779296875,19533323636.0,127.91148376464844,131.78604125976562,127.72942352294922,130.0612335205078,130.0612335205078,837905297.0
2022-03-30,47456.8984375,47655.1484375,46746.2109375,47062.6640625,47062.6640625,29333883962.0,3401.526123046875,3435.2861328125,3349.237060546875,3385.157958984375,3385.157958984375,15302506131.0,130.0547332763672,133.9067840576172,127.10261535644533,131.16934204101562,131.16934204101562,928949835.0
2022-03-31,47062.1484375,47512.02734375,45390.5390625,45538.67578125,45538.67578125,33327427106.0,3385.289306640625,3435.12841796875,3272.9345703125,3281.642822265625,3281.642822265625,17685495686.0,131.16636657714844,132.77642822265625,122.52271270751952,123.71601104736328,123.71601104736328,1352615724.0
2022-04-01,45554.1640625,46616.2421875,44403.140625,46281.64453125,46281.64453125,38162644287.0,3282.576171875,3467.555908203125,3223.891357421875,3449.55224609375,3449.55224609375,20982988937.0,123.73169708251952,125.9663314819336,120.12483215332033,124.8831787109375,124.8831787109375,854575075.0
2022-04-02,46285.5,47028.28125,45782.51171875,45868.94921875,45868.94921875,29336594194.0,3449.78857421875,3521.28466796875,3442.000244140625,3445.059326171875,3445.059326171875,23571556215.0,124.88237762451172,128.0952911376953,124.46917724609376,124.9234848022461,124.9234848022461,761262628.0
2022-04-03,45859.12890625,47313.4765625,45634.10546875,46453.56640625,46453.56640625,25414397610.0,3444.810546875,3573.960205078125,3421.259765625,3522.83349609375,3522.83349609375,15333808649.0,124.9018096923828,129.3058319091797,124.21853637695312,128.9462127685547,128.9462127685547,676091829.0
2022-04-04,46445.2734375,46791.08984375,45235.81640625,46622.67578125,46622.67578125,32499785455.0,3522.364990234375,3535.148193359375,3422.0009765625,3521.2412109375,3521.2412109375,18209969743.0,128.90708923339844,128.90708923339844,122.1119613647461,124.86170196533205,124.86170196533205,849319392.0
2022-04-05,46624.5078125,47106.140625,45544.80859375,45555.9921875,45555.9921875,29640604055.0,3521.23974609375,3546.706787109375,3410.547607421875,3411.79248046875,3411.79248046875,16681503199.0,124.8599090576172,127.07330322265624,123.19573211669922,123.21317291259766,123.21317291259766,662578353.0
2022-04-06,45544.35546875,45544.35546875,43193.953125,43206.73828125,43206.73828125,39393395788.0,3411.672119140625,3411.672119140625,3171.205078125,3171.69189453125,3171.69189453125,25632563639.0,123.20003509521484,123.24894714355467,112.46133422851562,112.46133422851562,112.46133422851562,1017954203.0
2022-04-07,43207.5,43860.69921875,42899.90625,43503.84765625,43503.84765625,26101973106.0,3172.197265625,3263.474609375,3155.5810546875,3233.274658203125,3233.274658203125,16745496605.0,112.4710464477539,114.8778305053711,111.46580505371094,114.23019409179688,114.23019409179688,635873842.0
